64
# x y z
0	1.4	0
0.25	1.4	0
0.5	1.4	0
0.75	1.4	0
1	1.4	0
1.25	1.4	0
1.5	1.4	0
1.75	1.4	0
2	1.4	0
2.25	1.4	0
2.5	1.4	0
2.75	1.4	0
3	1.4	0
3.25	1.4	0
3.5	1.4	0
3.75	1.4	0
4	1.4	0
4.25	1.4	0
4.5	1.4	0
4.75	1.4	0
5	1.4	0
5.25	1.4	0
5.5	1.4	0
5.75	1.4	0
6	1.4	0
6.25	1.4	0
6.5	1.4	0
6.75	1.4	0
7	1.4	0
7.25	1.4	0
7.5	1.4	0
7.75	1.4	0
0	2.4	0
0.25	2.4	0
0.5	2.4	0
0.75	2.4	0
1	2.4	0
1.25	2.4	0
1.5	2.4	0
1.75	2.4	0
2	2.4	0
2.25	2.4	0
2.5	2.4	0
2.75	2.4	0
3	2.4	0
3.25	2.4	0
3.5	2.4	0
3.75	2.4	0
4	2.4	0
4.25	2.4	0
4.5	2.4	0
4.75	2.4	0
5	2.4	0
5.25	2.4	0
5.5	2.4	0
5.75	2.4	0
6	2.4	0
6.25	2.4	0
6.5	2.4	0
6.75	2.4	0
7	2.4	0
7.25	2.4	0
7.5	2.4	0
7.75	2.4	0
214
# a b m n rhoa k err ip iperr
1	6	2	3	3.86031928000000e+02	2.69279370307697e+00	3.00025904593052e-02	0.00000000000000e+00	0.00000000000000e+00
1	6	3	4	2.35168679000000e+02	4.71238898038469e+00	3.00042522669441e-02	0.00000000000000e+00	0.00000000000000e+00
1	6	4	5	4.08422515000000e+02	2.69279370307697e+00	3.00024484448415e-02	0.00000000000000e+00	0.00000000000000e+00
2	7	3	4	3.29530382000000e+02	2.69279370307697e+00	3.00030346215543e-02	0.00000000000000e+00	0.00000000000000e+00
2	7	4	5	2.82195101000000e+02	4.71238898038469e+00	3.00035436476270e-02	0.00000000000000e+00	0.00000000000000e+00
2	7	5	6	3.08028994000000e+02	2.69279370307697e+00	3.00032464476380e-02	0.00000000000000e+00	0.00000000000000e+00
3	8	4	5	4.69623592000000e+02	2.69279370307697e+00	3.00021293649149e-02	0.00000000000000e+00	0.00000000000000e+00
3	8	5	6	2.80185194000000e+02	4.71238898038469e+00	3.00035690679644e-02	0.00000000000000e+00	0.00000000000000e+00
3	8	6	7	5.45374001000000e+02	2.69279370307697e+00	3.00018336040922e-02	0.00000000000000e+00	0.00000000000000e+00
4	9	5	6	3.71016704000000e+02	2.69279370307697e+00	3.00026952964360e-02	0.00000000000000e+00	0.00000000000000e+00
4	9	6	7	3.96235696000000e+02	4.71238898038469e+00	3.00025237504094e-02	0.00000000000000e+00	0.00000000000000e+00
4	9	7	8	5.26688713000000e+02	2.69279370307697e+00	3.00018986546993e-02	0.00000000000000e+00	0.00000000000000e+00
5	10	6	7	4.90289990000000e+02	2.69279370307697e+00	3.00020396092525e-02	0.00000000000000e+00	0.00000000000000e+00
5	10	7	8	2.95451661000000e+02	4.71238898038469e+00	3.00033846484282e-02	0.00000000000000e+00	0.00000000000000e+00
5	10	8	9	3.48797320000000e+02	2.69279370307697e+00	3.00028669945056e-02	0.00000000000000e+00	0.00000000000000e+00
6	11	7	8	3.27794827000000e+02	2.69279370307697e+00	3.00030506887773e-02	0.00000000000000e+00	0.00000000000000e+00
6	11	8	9	2.43877620000000e+02	4.71238898038469e+00	3.00041004172503e-02	0.00000000000000e+00	0.00000000000000e+00
6	11	9	10	4.56035902000000e+02	2.69279370307697e+00	3.00021928098108e-02	0.00000000000000e+00	0.00000000000000e+00
7	12	8	9	3.95655563000000e+02	2.69279370307697e+00	3.00025274508778e-02	0.00000000000000e+00	0.00000000000000e+00
7	12	9	10	3.48366555000000e+02	4.71238898038469e+00	3.00028705396246e-02	0.00000000000000e+00	0.00000000000000e+00
7	12	10	11	3.93097519000000e+02	2.69279370307697e+00	3.00025438980194e-02	0.00000000000000e+00	0.00000000000000e+00
8	13	9	10	5.72487467000000e+02	2.69279370307697e+00	3.00017467631304e-02	0.00000000000000e+00	0.00000000000000e+00
8	13	10	11	3.16678458000000e+02	4.71238898038469e+00	3.00031577771545e-02	0.00000000000000e+00	0.00000000000000e+00
8	13	11	12	4.73996388000000e+02	2.69279370307697e+00	3.00021097207180e-02	0.00000000000000e+00	0.00000000000000e+00
9	14	10	11	3.82158912000000e+02	2.69279370307697e+00	3.00026167124947e-02	0.00000000000000e+00	0.00000000000000e+00
9	14	11	12	3.02765315000000e+02	4.71238898038469e+00	3.00033028882453e-02	0.00000000000000e+00	0.00000000000000e+00
9	14	12	13	2.86323288000000e+02	2.69279370307697e+00	3.00034925555898e-02	0.00000000000000e+00	0.00000000000000e+00
10	15	11	12	4.58611353000000e+02	2.69279370307697e+00	3.00021804955186e-02	0.00000000000000e+00	0.00000000000000e+00
10	15	12	13	2.37042780000000e+02	4.71238898038469e+00	3.00042186477901e-02	0.00000000000000e+00	0.00000000000000e+00
10	15	13	14	5.05616621000000e+02	2.69279370307697e+00	3.00019777830840e-02	0.00000000000000e+00	0.00000000000000e+00
11	16	12	13	3.51188694000000e+02	2.69279370307697e+00	3.00028474720772e-02	0.00000000000000e+00	0.00000000000000e+00
11	16	13	14	4.26162151000000e+02	4.71238898038469e+00	3.00023465246683e-02	0.00000000000000e+00	0.00000000000000e+00
11	16	14	15	4.91630342000000e+02	2.69279370307697e+00	3.00020340485820e-02	0.00000000000000e+00	0.00000000000000e+00
12	17	13	14	5.67177067000000e+02	2.69279370307697e+00	3.00017631178307e-02	0.00000000000000e+00	0.00000000000000e+00
12	17	14	15	3.38518173000000e+02	4.71238898038469e+00	3.00029540511552e-02	0.00000000000000e+00	0.00000000000000e+00
12	17	15	16	3.65447353000000e+02	2.69279370307697e+00	3.00027363722621e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	2	4	4.10225245000000e+02	2.24909474063815e+00	3.00024376851795e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	3	5	2.25029506000000e+02	5.38558740615393e+00	3.00044438616863e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	4	6	1.80103566000000e+02	8.24668071567321e+00	3.00055523609122e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	5	7	1.85143029000000e+02	9.42477796076938e+00	3.00054012295543e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	6	8	2.22123076000000e+02	8.24668071567321e+00	3.00045020086072e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	7	9	2.56597533000000e+02	5.38558740615393e+00	3.00038971536020e-02	0.00000000000000e+00	0.00000000000000e+00
1	11	8	10	5.24601706000000e+02	2.24909474063815e+00	3.00019062080595e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	3	5	4.49254445000000e+02	2.24909474063815e+00	3.00022259100853e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	4	6	2.77762999000000e+02	5.38558740615393e+00	3.00036001915432e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	5	7	2.17461067000000e+02	8.24668071567321e+00	3.00045985242958e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	6	8	2.01874146000000e+02	9.42477796076938e+00	3.00049535813269e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	7	9	1.78763062000000e+02	8.24668071567321e+00	3.00055939968180e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	8	10	2.61449967000000e+02	5.38558740615393e+00	3.00038248235847e-02	0.00000000000000e+00	0.00000000000000e+00
2	12	9	11	4.94478390000000e+02	2.24909474063815e+00	3.00020223330690e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	4	6	5.88826804000000e+02	2.24909474063815e+00	3.00016982922537e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	5	7	3.32349617000000e+02	5.38558740615393e+00	3.00030088796522e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	6	8	2.47485861000000e+02	8.24668071567321e+00	3.00040406348709e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	7	9	1.74623212000000e+02	9.42477796076938e+00	3.00057266155430e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	8	10	2.03049813000000e+02	8.24668071567321e+00	3.00049248998816e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	9	11	3.01515593000000e+02	5.38558740615393e+00	3.00033165780584e-02	0.00000000000000e+00	0.00000000000000e+00
3	13	10	12	5.73398780000000e+02	2.24909474063815e+00	3.00017439869684e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	5	7	5.17307784000000e+02	2.24909474063815e+00	3.00019330851592e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	6	8	3.09613118000000e+02	5.38558740615393e+00	3.00032298373094e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	7	9	1.77045774000000e+02	8.24668071567321e+00	3.00056482568175e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	8	10	1.62376676000000e+02	9.42477796076938e+00	3.00061585199589e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	9	11	1.87273507000000e+02	8.24668071567321e+00	3.00053397835926e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	10	12	2.64469040000000e+02	5.38558740615393e+00	3.00037811609253e-02	0.00000000000000e+00	0.00000000000000e+00
4	14	11	13	3.98530602000000e+02	2.24909474063815e+00	3.00025092175983e-02	0.00000000000000e+00	0.00000000000000e+00
5	15	6	8	5.53046261000000e+02	2.24909474063815e+00	3.00018081670025e-02	0.00000000000000e+00	0.00000000000000e+00
5	15	7	9	2.39801109000000e+02	5.38558740615393e+00	3.00041701224993e-02	0.00000000000000e+00	0.00000000000000e+00
